room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name,latitude,longitude
Entire home/apt,Amsterdam,De Baarsjes / Oud West,8,5,2,0,108,"cosy and warm home. In hip Amsterdam west,",52.36985,4.866875
Entire home/apt,Amsterdam,De Baarsjes / Oud West,5,4.5,2,1,107,Cozy apartment close to Foodhallen & City Centre,52.370145,4.864471
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,2,1,119,Cosy apartment in Old West,52.370948,4.867226
Entire home/apt,Amsterdam,Bos en Lommer,5,5,2,1,108,Cosy apartment in Amsterdam,52.38367,4.849972
Entire home/apt,Amsterdam,Bos en Lommer,20,4.5,3,2,118,cozy and well furnished apartment,52.382798,4.850408
Entire home/apt,Amsterdam,Bos en Lommer,23,5,2,1,107,App. near Westerpark & City Centre,52.383082,4.851271
Entire home/apt,Amsterdam,Bos en Lommer,5,4.5,3,2,108,Lovely apartment next to park,52.378796,4.849719
Entire home/apt,Amsterdam,Bos en Lommer,0,0,2,1,108,Light And Spacious Design Apartment,52.383494,4.851722
Entire home/apt,Amsterdam,Bos en Lommer,0,0,2,2,108,Cosy Apartment in Amsterdam West,52.382904,4.853316
Entire home/apt,Amsterdam,Bos en Lommer,0,0,4,2,108,Great kid friendly 2 bedroom+garden,52.380855,4.856271
Entire home/apt,Amsterdam,Bos en Lommer,8,5,4,2,119,Spacious & light 2 b-room apartment,52.378713,4.851861
Entire home/apt,Amsterdam,Bos en Lommer,20,5,2,1,123,Clean and bright apt 10 min from Centre,52.378841,4.851141
Entire home/apt,Amsterdam,Bos en Lommer,17,5,3,2,119,Gezellig appartement Amsterdam,52.37923,4.848142
Entire home/apt,Amsterdam,Bos en Lommer,6,5,2,1,108,Family appartment with garden,52.378744,4.848426
Entire home/apt,Amsterdam,Bos en Lommer,0,0,2,2,107,Clean and spacious apartment,52.379986,4.8523
Entire home/apt,Amsterdam,Bos en Lommer,2,0,2,1,117,This is Amsterdam!,52.381814,4.850872
Entire home/apt,Amsterdam,Bos en Lommer,6,5,2,1,108,Cozy apartment with nice garden Amsterdam-West.,52.379049,4.848502
Entire home/apt,Amsterdam,Bos en Lommer,17,5,3,2,119,Groundfloor apartment with garden.,52.382695,4.852762
Entire home/apt,Amsterdam,Bos en Lommer,7,4.5,2,2,119,"MODERN, SPACIOUS, BRIGHT APARTMENT",52.378885,4.848592
Entire home/apt,Amsterdam,Bos en Lommer,12,4.5,2,1,114,Comfortable and bright apartment!!,52.379525,4.849927
Entire home/apt,Amsterdam,Bos en Lommer,1,0,2,1,114,Sunny House in Bos en Lommer,52.379333,4.851609
Entire home/apt,Amsterdam,Bos en Lommer,9,5,2,1,119,3 room apartment near Sloterdijk for 2 persons.,52.379529,4.84915
Entire home/apt,Amsterdam,Bos en Lommer,1,0,2,1,119,Spacious apartment close to centre,52.38242,4.850957
Entire home/apt,Amsterdam,Bos en Lommer,0,0,2,1,119,Nice clean apartment near city centre,52.378853,4.856665
Entire home/apt,Amsterdam,Bos en Lommer,11,5,2,1,118,Cosy apartment for 2people (+ 1 kid)  with garden,52.378396,4.857244
Entire home/apt,Amsterdam,De Baarsjes / Oud West,13,5,2,1,114,Spacious apartment near the centre,52.372363,4.861959
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,2,1,114,Lovely appartment close to the city center,52.372027,4.852011
Entire home/apt,Amsterdam,De Baarsjes / Oud West,9,4.5,4,2,114,Ideal apartment nice neighbourhood!,52.373221,4.858908
Entire home/apt,Amsterdam,De Baarsjes / Oud West,3,5,2,1,109,,52.371689,4.863986
Entire home/apt,Amsterdam,De Baarsjes / Oud West,35,5,3,2,118,Amsterdam apartment with a garden!,52.373796,4.858946
Entire home/apt,Amsterdam,Bos en Lommer,25,5,3,1,118,Elegant home & garden close to city,52.380827,4.851052
Entire home/apt,Amsterdam,Bos en Lommer,3,5,3,2,108,Child friendly Home from home,52.384198,4.850212
Entire home/apt,Amsterdam,Bos en Lommer,11,5,2,2,119,Great apartment in upcoming West,52.379414,4.854161
Entire home/apt,Amsterdam,Bos en Lommer,1,0,4,2,118,"Spacious, very sunny apartment, close to centre !",52.380416,4.850144
Entire home/apt,Amsterdam,Bos en Lommer,26,5,3,1,107,Sunny appartment in heart of BoLo,52.377686,4.853723
Entire home/apt,Amsterdam,De Baarsjes / Oud West,4,5,2,1,118,Comfortabel & central located,52.371763,4.856603
Entire home/apt,Amsterdam,De Baarsjes / Oud West,15,5,2,1,114,Great apt. with balcony (50m),52.371994,4.8505
Entire home/apt,Amsterdam,De Baarsjes / Oud West,32,5,2,1,118,Bright and cosy apartment near city,52.374247,4.86441
Entire home/apt,Amsterdam,De Baarsjes / Oud West,20,5,3,1,117,Sunny apartment on quiet street,52.371152,4.855366
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,2,1,118,Luxuous apartment near City Centre,52.371378,4.858355
Entire home/apt,Amsterdam,De Baarsjes / Oud West,9,5,2,1,107,TRENDY APT IN POPULAR AREA 10MIN FROM CITY CENTER,52.371376,4.862435
Entire home/apt,Amsterdam,De Baarsjes / Oud West,8,4.5,3,1,118,Cosy Romantic studio in De Baarsjes,52.373147,4.85493
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,2,2,119,Stylish app in Amsterdam West,52.374863,4.860228
Entire home/apt,Amsterdam,Bos en Lommer,7,5,2,1,108,Cozy three-room apartment with balcony,52.380379,4.850974
Entire home/apt,Amsterdam,Bos en Lommer,4,5,2,2,117,Cosy and colourful apartment in nice area!,52.379275,4.851904
Entire home/apt,Amsterdam,Bos en Lommer,10,5,2,1,119,Beautiful private appartement in Amsterdam west,52.375293,4.850107
Entire home/apt,Amsterdam,Bos en Lommer,9,4.5,2,1,115,Lovely appartment for cat lovers,52.377833,4.852866
Entire home/apt,Amsterdam,De Baarsjes / Oud West,12,4.5,2,1,118,Bright apartment Amsterdam West,52.374491,4.863062
Entire home/apt,Amsterdam,De Baarsjes / Oud West,7,5,2,2,111,Spacious apartment in the heart of Amsterdam,52.371432,4.865497
Entire home/apt,Amsterdam,Bos en Lommer,9,5,2,2,118,Modern and spacious appartment!,52.377726,4.852287
Entire home/apt,Amsterdam,Bos en Lommer,8,4.5,3,1,118,Entire apartment with large & quiet garden,52.37614,4.850475
Entire home/apt,Amsterdam,De Baarsjes / Oud West,33,4.5,2,1,118,Comfy 2p apt. 10 min from center!,52.372958,4.850902
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,4,1,119,Lovely sunny appartment in Amsterdam-west,52.372355,4.864802
Entire home/apt,Amsterdam,Bos en Lommer,7,5,2,1,108,Beautiful apt. in trendy Amsterdam,52.382582,4.857521
Entire home/apt,Amsterdam,Bos en Lommer,9,4.5,2,0,118,Light & Spacious in Amsterdam,52.380545,4.850355
Entire home/apt,Amsterdam,Bos en Lommer,1,0,6,3,108,Close to centre house with garden,52.378658,4.856683
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,2,0,119,Sunny West Apartment,52.373449,4.856637
Entire home/apt,Amsterdam,Bos en Lommer,1,0,2,2,116,Sunny appartment with roofterrace,52.377462,4.858734
Entire home/apt,Amsterdam,Bos en Lommer,9,5,3,2,114,"Well-located, sunny apartmnt for 2+",52.379722,4.853176
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,3,1,114,,52.372181,4.862376
Entire home/apt,Amsterdam,De Baarsjes / Oud West,16,5,3,2,116,Cozy apartment with sunny garden,52.374418,4.858235
Entire home/apt,Amsterdam,Bos en Lommer,1,0,2,1,114,Lovely apartment in Amsterdam-West,52.379337,4.851957
Entire home/apt,Amsterdam,Bos en Lommer,2,0,4,2,119,nice two bedroom appartement in Amsterdam.,52.378507,4.850176
Entire home/apt,Amsterdam,Bos en Lommer,3,4.5,2,1,119,Nice and light apartment ,52.376758,4.852894
Entire home/apt,Amsterdam,Bos en Lommer,5,5,2,2,107,Beautiful apartment nearby Jordaan,52.379616,4.861252
Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0,2,1,124,Comfortable apartment next to the Erasmuspark | 2P,52.372879,4.853764
Entire home/apt,Amsterdam,De Baarsjes / Oud West,5,5,2,1,115,"Complete apt. AMS-west, with kitty!",52.372554,4.862803
Entire home/apt,Amsterdam,De Baarsjes / Oud West,9,5,2,1,107,Light&Cozy apartment w/Balcony!,52.372972,4.854392
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,4,2,119,"Lovely, light apartment in the vibrant Baarsjes",52.372484,4.861732
Entire home/apt,Amsterdam,Bos en Lommer,24,5,2,1,118,♥LOVELY-RETRO-FAB-HIP-APARTMENT♥,52.379513,4.854446
Entire home/apt,Amsterdam,Bos en Lommer,2,0,2,2,119,Roofterrace apartment with 2 cats.,52.376089,4.859451
Entire home/apt,Amsterdam,Bos en Lommer,12,4.5,2,1,117,GORGEOUS apt. with lovely balcony!,52.383394,4.852567
Entire home/apt,Amsterdam,Bos en Lommer,9,5,4,1,107,"Peaceful, Clean & Comfortable overlooking the park",52.376647,4.853913
Entire home/apt,Amsterdam,De Baarsjes / Oud West,7,5,2,1,119,"Lovely apartment on canal, 5mins from centre",52.372187,4.86641
Entire home/apt,Amsterdam,Bos en Lommer,5,5,2,1,117,Cosy apartment near Westerpark,52.382993,4.850353
Entire home/apt,Amsterdam,Bos en Lommer,6,5,2,2,119,Lovely apartment in Amsterdam-west,52.378624,4.851356
Entire home/apt,Amsterdam,Bos en Lommer,4,5,2,1,118,Bright & classy stay in Amsterdam,52.376766,4.858693
Entire home/apt,Amsterdam,De Baarsjes / Oud West,18,4.5,2,1,108,Bright & clean home near centre,52.371666,4.854559
Entire home/apt,Amsterdam,De Baarsjes / Oud West,4,5,2,1,117,"Canal view apartment in Center West, de Baarsjes",52.371022,4.857254
Entire home/apt,Amsterdam,Bos en Lommer,8,5,2,1,118,Mooi appartement in Bos en Lommer,52.380436,4.849715
Entire home/apt,Amsterdam,Bos en Lommer,1,0,2,1,119,Renovated 30's apartment with sunny garden,52.378407,4.855
Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,4.5,2,1,119,Bright apartment in quiet street,52.373971,4.859095
Entire home/apt,Amsterdam,De Baarsjes / Oud West,7,4.5,2,1,108,Modern 2p apt in the buzzing ''De Baarsjes'',52.374686,4.863079
Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0,2,1,114,Last Minute to Amsterdam in February,52.37311,4.860219
Entire home/apt,Amsterdam,Centrum West,70,4.5,2,0,119,Amazing stylish apartment Jordaan,52.375427,4.877163
Entire home/apt,Amsterdam,Westerpark,10,5,2,1,118,bright modern apartment Westerpark,52.38272,4.874412
Entire home/apt,Amsterdam,Centrum West,1,0,4,1,119,Central and cosy 1 bedroom apartment,52.372763,4.878741
Entire home/apt,Amsterdam,Centrum West,7,4,4,0,118,Central Amsterdam City Apartment,52.376634,4.894166
Entire home/apt,Amsterdam,Westerpark,4,5,4,1,119,Beautiful apartment in Westerpark,52.391713,4.871452
Entire home/apt,Amsterdam,Bos en Lommer,22,4.5,2,1,108,"Live as a real ""Amsterdammer""!",52.385629,4.851159
Entire home/apt,Amsterdam,Westerpark,26,5,2,1,119,Modern Apartment next to Westerpark,52.391922,4.872231
Entire home/apt,Amsterdam,Westerpark,0,0,2,1,117,Nice and cozy apartment with garden,52.385416,4.86962
Entire home/apt,Amsterdam,Bos en Lommer,22,4.5,2,1,116,Beautiful room by Westerpark,52.385979,4.852561
Entire home/apt,Amsterdam,Bos en Lommer,31,5,2,1,116,Cosy place for 2 on a nice location nearby parc,52.38507,4.857423
Entire home/apt,Amsterdam,Westerpark,4,5,2,1,118,Bright and spacious canal-side apartment,52.384738,4.879263
Entire home/apt,Amsterdam,Bos en Lommer,3,5,2,2,119,Feel at home in our cozy apartment,52.375916,4.861584
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,2,1,119,Trendy apartment for two close to the City Centre,52.374025,4.857978
Entire home/apt,Amsterdam,Bos en Lommer,9,4.5,2,2,118,Bright apartment at good location,52.383708,4.856131
Entire home/apt,Amsterdam,Bos en Lommer,18,5,2,1,108,Lovely 2-floor apartment with 2 bikes & terrace,52.377437,4.859677
Entire home/apt,Amsterdam,Bos en Lommer,33,4.5,2,1,117,Totally renovated apartment,52.379916,4.854026
Entire home/apt,Amsterdam,Bos en Lommer,0,0,2,1,114,Nice apartment in Amsterdam (15 min from center),52.383383,4.855625
Entire home/apt,Amsterdam,Bos en Lommer,0,0,2,1,119,"55m2 full of charm, flair&light (close to centre)",52.378739,4.856207
Entire home/apt,Amsterdam,Bos en Lommer,11,5,2,1,118,Modern/cozy app. 15 minute walk to Jordaan,52.375209,4.861647
Entire home/apt,Amsterdam,Oud Noord,14,4.5,4,2,119,Sunny 2 room apartment in Amsterdam,52.382641,4.914874
Entire home/apt,Amsterdam,Centrum West,0,0,2,0,118,Central Station studio,52.377965,4.894534
Entire home/apt,Amsterdam,Westerpark,22,5,4,2,119,Lovely Appartement with great view.,52.384858,4.865353
Entire home/apt,Amsterdam,Bos en Lommer,16,5,2,1,123,Sunny Top Floor Apartment,52.378552,4.857565
Entire home/apt,Amsterdam,Bos en Lommer,12,5,2,1,111,Cosy apartment in Amsterdam West,52.384956,4.859961
Entire home/apt,Amsterdam,Westerpark,3,4.5,3,1,118,CENTRE apartment with Garden-everything in walking,52.38962,4.889261
Entire home/apt,Amsterdam,Bos en Lommer,19,4.5,4,1,118,Bright apartment in Amsterdam West,52.37906,4.857704
Entire home/apt,Amsterdam,Bos en Lommer,19,4,2,1,119,"Cosy, Nice, furnished Apartment.",52.378634,4.857216
Entire home/apt,Amsterdam,Bos en Lommer,9,4.5,2,1,123,Private apartment with 2 bicycle,52.377549,4.861093
Entire home/apt,Amsterdam,Bos en Lommer,22,5,3,1,119,Light and cosy and apartment in a quiet street,52.377694,4.857617
Entire home/apt,Amsterdam,Bos en Lommer,6,5,2,1,107,Lovely apartment Amsterdam West,52.377641,4.856535
Entire home/apt,Amsterdam,Bos en Lommer,2,0,2,2,119,Comfortable and spacious apartment in Amsterdam,52.378372,4.858179
Entire home/apt,Amsterdam,Bos en Lommer,10,5,2,0,113,Cute studio apartment,52.38146,4.856678
Entire home/apt,Amsterdam,Westerpark,109,5,4,0,119,"'Westerpark Sanctuary', Office-Apartment",52.384931,4.861884
Entire home/apt,Amsterdam,Bos en Lommer,23,5,2,1,118,Bright apartment in Amsterdam!,52.377977,4.852987
Entire home/apt,Amsterdam,Bos en Lommer,6,4.5,2,1,118,"Green, quiet apt. with cat",52.383299,4.853364
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,2,1,114,Lovely apartment with balcony close to city center,52.372835,4.849572
Entire home/apt,Amsterdam,Bos en Lommer,3,4.5,2,1,124,Warm and colourful City Hideaway!,52.376706,4.850047
Entire home/apt,Amsterdam,De Baarsjes / Oud West,9,5,2,1,118,Modern cosy place nearby Vondelpark,52.361961,4.85351
Entire home/apt,Amsterdam,De Baarsjes / Oud West,23,5,2,1,114,Ligt&lovely apartment in Amsterdam,52.367846,4.851924
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,3,1,111,Light & Comfortable Apartment with Roof Terrace!,52.361037,4.86276
Entire home/apt,Amsterdam,De Baarsjes / Oud West,14,5,3,0,119,Trendy studio for 1 to 3 people in Amsterdam-West,52.373635,4.858509
Entire home/apt,Amsterdam,Bos en Lommer,11,5,2,1,119,Light appartement across Westerpark,52.383866,4.855632
Entire home/apt,Amsterdam,Bos en Lommer,18,5,2,1,118,Lovely renovated light apartment!,52.376212,4.860227
Entire home/apt,Amsterdam,Bos en Lommer,17,4.5,3,1,119,Cosy apartment at canal near city centre,52.376106,4.860563
Entire home/apt,Amsterdam,De Baarsjes / Oud West,5,5,2,1,119,"Excellent, well furnished apt. at great location",52.36166,4.852911
Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0,2,1,119,Bright Apartment with Canal View and Balcony!,52.370058,4.858353
Entire home/apt,Amsterdam,Bos en Lommer,114,5,2,1,118,Luxury apartment with canal view,52.378205,4.861859
Entire home/apt,Amsterdam,De Baarsjes / Oud West,15,4,4,2,109,The Wooden Palace,52.361887,4.861431
Entire home/apt,Amsterdam,Bos en Lommer,4,4.5,2,2,108,Newly designed and luxurious apartment,52.376074,4.858737
Entire home/apt,Amsterdam,Westerpark,14,5,2,1,118,"Modern, light apartment with garden",52.380788,4.869904
Entire home/apt,Amsterdam,Bos en Lommer,16,5,2,1,114,West Side Story - your dream Amsterdam getaway!,52.379011,4.842634
Entire home/apt,Amsterdam,Bos en Lommer,50,5,2,1,119,Stylish & modern apt in hip area!,52.373766,4.848841
Entire home/apt,Amsterdam,Bos en Lommer,129,4.5,4,1,118,Retro Luxury Apartment,52.381932,4.855407
Entire home/apt,Amsterdam,Bos en Lommer,2,0,2,1,108,Modern & Spacious Apartment near Westerpark,52.382035,4.852219
Entire home/apt,Amsterdam,De Baarsjes / Oud West,21,4.5,2,1,113,COZY & ARTISTIC apartment in West,52.368019,4.850706
Entire home/apt,Amsterdam,Bos en Lommer,1,0,4,1,118,Comfortabel apartment with small garden,52.376367,4.845719
Entire home/apt,Amsterdam,Bos en Lommer,4,4.5,4,2,118,Cosy & Warm Apartment | Close to the City Centre!,52.376654,4.861511
Entire home/apt,Amsterdam,Slotervaart,29,4.5,4,2,116,Beautiful | Light| New | Clean apartment 140m2,52.368111,4.842006
Entire home/apt,Amsterdam,Bos en Lommer,123,5,2,2,114,"Sunny, clean, spacious apartment.",52.379107,4.852274
Entire home/apt,Amsterdam,De Baarsjes / Oud West,12,4.5,2,1,118,"Spacious 1 bedroom apartment, next to Foodhallen!",52.369105,4.866364
Entire home/apt,Amsterdam,Geuzenveld / Slotermeer,11,5,2,1,118,Modern clean apartment for rent,52.374529,4.82766
Entire home/apt,Amsterdam,De Baarsjes / Oud West,8,5,2,1,118,Nice & comfy renovated apartement!,52.372347,4.85773
Entire home/apt,Amsterdam,De Baarsjes / Oud West,22,5,2,1,114,Comfy cosy apartment in amsterdam,52.371794,4.865901
Entire home/apt,Amsterdam,De Baarsjes / Oud West,15,5,2,1,117,Cozy appartment with garden & bikes,52.372827,4.852381
Entire home/apt,Amsterdam,De Baarsjes / Oud West,4,5,2,1,119,spacious rooftop apartment,52.373747,4.859773
Entire home/apt,Amsterdam,Bos en Lommer,8,5,3,2,107,Light 2 bedroom apartment in quiet area,52.380939,4.848202
Entire home/apt,Amsterdam,Westerpark,5,5,2,1,119,Light and cozy canal apartment,52.37432,4.866784
Entire home/apt,Amsterdam,De Baarsjes / Oud West,57,4.5,2,1,119,Modern apartment +2 bikes!,52.367125,4.852927
Entire home/apt,Amsterdam,De Baarsjes / Oud West,10,4,4,2,114,Comfortable apartement in Amsterdam West,52.366292,4.854295
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,2,1,118,Child friendly house with garden near city center,52.367122,4.857283
Entire home/apt,Amsterdam,Bos en Lommer,16,4.5,3,2,108,"Marvelous 3p spot, next to buzzing Westerpark!",52.384685,4.852664
Entire home/apt,Amsterdam,Bos en Lommer,3,4.5,2,1,108,"Nice and cosy ap with balconies, near Westerpark",52.378087,4.855495
Entire home/apt,Amsterdam,Bos en Lommer,4,5,2,1,108,A place of rest in the wild west!,52.380137,4.847192
Entire home/apt,Amsterdam,Bos en Lommer,7,4.5,4,2,115,apartment nearby center amsterdam,52.38128,4.846995
Entire home/apt,Amsterdam,Bos en Lommer,9,4.5,2,1,114,Comfortable stay 10min from Jordaan,52.378961,4.857436
Entire home/apt,Amsterdam,Bos en Lommer,3,4.5,2,1,119,Cozy & bright apartment with great balcony | 2P,52.379925,4.856133
Entire home/apt,Amsterdam,De Baarsjes / Oud West,11,5,3,1,118,Real Amsterdam house with rooftop,52.365745,4.862537
Entire home/apt,Amsterdam,De Baarsjes / Oud West,11,5,2,1,116,"Cozy, light appartment. A'dam West",52.372279,4.865494
Entire home/apt,Amsterdam,De Baarsjes / Oud West,27,4.5,2,1,119,Cosy & Hip Appartment in Oud-West,52.365816,4.867227
Entire home/apt,Amsterdam,Bos en Lommer,13,5,2,1,114,Stylish appartment in Amsterdam with balcony,52.382917,4.85796
Entire home/apt,Amsterdam,De Baarsjes / Oud West,13,5,3,1,114,Bright apartment in Oud-West,52.364594,4.863135
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,4,2,119,Stylish and well equipped apartment in great area,52.367028,4.861361
Entire home/apt,Amsterdam,Bos en Lommer,45,4.5,2,1,114,Nice sunny apartment with garden!,52.378884,4.858197
Entire home/apt,Amsterdam,Bos en Lommer,1,0,2,1,114,Great spacious yet cozy apartment,52.379439,4.854086
Entire home/apt,Amsterdam,Bos en Lommer,4,5,2,1,119,Bright and charming apartment,52.377076,4.85618
Entire home/apt,Amsterdam,Bos en Lommer,11,4.5,2,0,119,New studio for rent!,52.376268,4.845028
Entire home/apt,Amsterdam,Bos en Lommer,42,5,2,1,118,Licht appartement aan de gracht!,52.37815,4.860508
Entire home/apt,Amsterdam,De Baarsjes / Oud West,3,4.5,2,1,114,Appartement for couples (adorable cat included),52.370372,4.858887
Entire home/apt,Amsterdam,Bos en Lommer,3,5,2,1,119,Our brand new lovely home near Westerpark!,52.378447,4.849119
Entire home/apt,Amsterdam,Bos en Lommer,1,0,4,2,119,Spacious and sunny apartment with  two balconies,52.378898,4.853788
Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,4.5,2,1,119,A cool apartment in the Baarsjes district in West,52.37057,4.858505
Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0,2,1,114,"Cozy, relaxing apartment in Amsterdam West!",52.366238,4.852314
Entire home/apt,Amsterdam,Bos en Lommer,5,3,3,2,119,3 kamer woning gelegen in west nabij winkels,52.375943,4.858589
Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0,3,1,114,Spacious house at trendy Kinkerstraat (West),52.365468,4.863579
Entire home/apt,Amsterdam,Bos en Lommer,45,4.5,4,1,108,appartment with garden 19/7 - 18/8,52.376226,4.847255
Entire home/apt,Amsterdam,Bos en Lommer,2,0,4,2,119,Charming apartment in tranquil neighbourhood,52.374926,4.845579
Entire home/apt,Amsterdam,De Baarsjes / Oud West,9,5,2,1,119,Beautiful app near the center with two bikes!,52.368908,4.865741
Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,5,2,1,108,Large & cozy central apartment incl. 2 bikes,52.372872,4.861442
Entire home/apt,Amsterdam,De Baarsjes / Oud West,63,5,2,1,114,"Hip, comfortable apartment",52.366761,4.865241
Entire home/apt,Amsterdam,Bos en Lommer,7,5,2,2,119,Spacious apartment in Amsterdam (Bos & Lommer),52.382539,4.850964
Entire home/apt,Amsterdam,De Baarsjes / Oud West,24,4.5,2,2,114,Spacious apartment city centre,52.367667,4.866548
Entire home/apt,Amsterdam,Bos en Lommer,1,0,4,2,118,Brand New Apartment in Hip Bolo Area Amsterdam,52.383986,4.855432
Entire home/apt,Amsterdam,Bos en Lommer,11,5,2,1,114,Apartment close to city center,52.376562,4.854868
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,2,1,119,Lovely Apartment in Old West,52.365671,4.866248
Entire home/apt,Amsterdam,De Baarsjes / Oud West,4,5,2,1,117,Stylish and cozy apartment in old-west,52.367497,4.866344
Entire home/apt,Amsterdam,Bos en Lommer,2,0,4,2,117,"Bright apartment in nice, quiet neighbourhood",52.376748,4.855456
Entire home/apt,Amsterdam,Bos en Lommer,9,5,2,1,114,Peaceful apartment,52.381174,4.851576
Entire home/apt,Amsterdam,Bos en Lommer,18,4.5,2,1,115,Stylish app on ground floor,52.378577,4.853088
Entire home/apt,Amsterdam,Geuzenveld / Slotermeer,0,0,2,0,119,Cosy chique new Studio in Amsterdam,52.379059,4.823379
Entire home/apt,Amsterdam,Bos en Lommer,39,5,4,1,119,Bright apartment near center,52.383449,4.855629
Entire home/apt,Amsterdam,Bos en Lommer,9,5,2,1,114,Brand new apartment close to centre,52.374948,4.860719
Entire home/apt,Amsterdam,Bos en Lommer,4,5,2,1,119,Urban Jungle,52.381593,4.857029
Entire home/apt,Amsterdam,Bos en Lommer,55,4.5,2,1,119,Apartment in Amsterdam,52.373933,4.849428
Entire home/apt,Amsterdam,Bos en Lommer,78,5,2,1,117,"Modern, trendy apt., populair area",52.377103,4.860539
Entire home/apt,Amsterdam,Bos en Lommer,0,0,2,1,114,Bright 3 room apartment Amsterdam,52.375813,4.857062
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,2,1,114,Lovely appartment: top spot for a perfect citytrip,52.363775,4.865668
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,2,1,119,Lovely apartment near city centre,52.366316,4.850725
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,16,4,4,2,107,Homely apartment in Amsterdam Centre Vondelpark,52.355928,4.851356
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,10,5,2,1,118,Amazing apt next to Vondelpark,52.356938,4.853414
Entire home/apt,Amsterdam,De Baarsjes / Oud West,5,5,2,2,117,Cosy house for 2 nearby Vondelpark,52.360454,4.855539
Entire home/apt,Amsterdam,De Baarsjes / Oud West,26,4.5,4,2,118,Spacious app. next to Vondelpark!,52.36078,4.856303
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,11,3.5,2,1,119,Museum District Park View Place,52.357828,4.863197
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,8,5,2,1,108,Cozy apartment at Vondelpark,52.356516,4.853379
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,1,0,2,1,118,Attic Studio opposite Vondelpark,52.355197,4.854855
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,3,2,122,"Apartment with sunny garden, close to city centre",52.361674,4.851101
Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0,2,1,119,Cosy apartment (2 persons) Amsterdam West/Baarsjes,52.360355,4.849955
Entire home/apt,Amsterdam,De Baarsjes / Oud West,12,5,3,1,118,City Apartment @vondelpark + wifi,52.358201,4.857583
Entire home/apt,Amsterdam,De Baarsjes / Oud West,9,5,2,1,108,Vondelpark place // rooftop terrace // balcony,52.357121,4.85668
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,2,1,108,Spacious 2 person appartment near Vondelpark,52.360385,4.855568
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,2,2,118,Charming appt next to Vondelpark,52.355182,4.852921
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,11,4,4,2,108,"Great, spacious 4p apartment close to Vondelpark",52.356419,4.852028
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,3,1,119,Nice ground floor apt with garden,52.359734,4.850208
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,2,1,108,"Light and spacious ap, Vondelpark",52.360218,4.850532
Entire home/apt,Amsterdam,De Baarsjes / Oud West,28,5,4,2,107,Beautiful sunny apartment overlooking Vondelpark,52.357842,4.85561
Entire home/apt,Amsterdam,De Baarsjes / Oud West,10,5,2,1,114,Great appartment near Vondelpark,52.361006,4.86031
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,71,4.5,3,1,114,SPACIOUS APPARTMENT - AMAZING VIEW,52.355278,4.856048
Entire home/apt,Amsterdam,De Baarsjes / Oud West,25,5,2,1,118,Romantic parkview apartment,52.357843,4.856588
Entire home/apt,Amsterdam,De Baarsjes / Oud West,22,4.5,2,1,119,Spatially apartment with garden,52.361974,4.858448
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,2,1,119,Sunny apartm. across Vondelpark,52.358507,4.859446
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,8,4.5,2,0,118,Cosy Place to explore Amterdam,52.35527,4.850254
